0.287,0.930
0.599,0.785
0.090,0.786
0.278,0.909
0.203,0.849
0.256,0.478
0.421,0.031
0.525,0.106
0.317,0.504
0.662,0.837
0.485,0.674
0.321,0.052
1.001,0.594
0.699,0.755
0.078,0.810
0.448,0.085
0.368,0.011
0.493,0.092
0.269,0.438
0.673,0.786
0.292,0.895
0.238,0.522
0.087,0.757
0.387,0.043
0.495,0.116
0.697,0.818
0.294,0.489
0.309,0.966
0.524,0.059
0.383,0.714
0.492,0.755
0.718,0.754
0.974,0.524
0.994,0.553
0.624,0.865
0.925,0.584
0.224,0.513
0.338,0.060
0.115,0.765
0.689,0.832
0.340,0.562
0.562,0.149
0.651,0.834
0.074,0.745
0.390,0.688
0.103,0.782
0.512,0.086
0.972,0.522
1.022,0.551
0.519,0.080
0.717,0.769
0.314,0.857
0.083,0.807
0.295,0.459
0.315,0.485
0.616,0.863
1.002,0.536
0.064,0.771
0.322,0.921
0.430,0.695
0.457,0.699
0.426,0.761
0.320,0.898
0.965,0.564
0.388,0.052
0.329,0.493
0.424,0.753
0.110,0.762
0.419,0.747
0.680,0.815
0.313,0.961
0.743,0.827
0.263,0.928
0.068,0.804
0.454,0.076
0.276,0.507
0.577,0.128
0.526,0.792
0.991,0.625
0.682,0.839
0.406,0.694
0.489,0.165
0.268,0.910
0.719,0.787
0.161,0.837
0.458,0.776
0.129,0.826
0.631,0.806
0.386,0.033
0.499,0.183
0.679,0.806
0.660,0.791
0.148,0.778
0.044,0.782
0.621,0.032
0.237,0.967
0.890,0.514
0.465,0.692
0.378,0.706
0.610,0.824
0.351,0.002
0.291,0.508
0.383,0.073
0.397,0.652
0.611,0.074
0.522,0.103
0.061,0.779
0.892,0.550
0.240,0.511
0.247,0.928
0.661,0.849
0.958,0.527
0.677,0.714
0.379,0.884
0.312,1.005
0.234,0.936
0.051,0.825
0.374,0.040
0.477,0.103
0.487,0.798
0.461,0.671
0.459,0.112
0.973,0.523
0.300,0.964
0.090,0.751
0.524,0.134
0.246,0.509
0.298,0.484
0.510,0.077
0.489,0.003
0.938,0.513
0.072,0.754
0.309,0.933
0.074,0.791
1.026,0.506
0.335,0.720
0.401,0.041
0.232,0.519
0.472,0.069
0.305,0.054
0.470,0.680
0.542,0.085
0.456,0.099
0.474,0.714
0.397,0.681
0.087,0.801
0.099,0.777
0.373,0.086
0.456,0.811
0.304,0.886
0.222,0.489
0.285,0.510
0.529,0.048
0.393,0.719
0.440,0.063
0.263,0.490
0.607,0.767
0.638,0.863
0.434,0.093
0.987,0.657
0.398,0.108
0.089,0.768
0.072,0.758
0.407,0.117
0.057,0.767
0.502,0.014
0.319,0.892
0.497,0.151
0.281,0.514
0.287,0.497
0.376,0.736
0.223,0.995
0.253,0.530
1.006,0.507
0.267,0.885
0.430,0.750
0.443,0.683
0.445,0.043
0.255,0.515
0.134,0.769
0.498,0.113
0.413,0.716
0.106,0.748
0.061,0.861
0.356,0.071
0.055,0.788
0.902,0.542
0.314,0.070
0.705,0.811
0.589,0.862
0.716,0.819
0.001,0.826
0.083,0.783
0.304,0.961
0.444,0.701
0.646,0.837
0.963,0.570
0.997,0.487
0.510,0.074
0.123,0.798
0.301,0.877
0.978,0.492
0.390,0.049
0.405,0.056
0.242,0.449
0.500,0.751
1.017,0.529
0.387,0.085
0.299,0.897
0.693,0.876
1.014,0.492
0.434,0.061
0.986,0.546
0.444,0.075
0.726,0.757
0.889,0.577
0.580,0.747
0.372,0.084
0.498,0.134
0.747,0.824
0.435,0.071
1.039,0.549
0.431,0.749
0.446,0.019
0.320,0.968
0.318,0.905
0.269,0.448
0.443,0.695
0.192,0.530
0.025,0.786
0.083,0.795
0.495,0.702
0.250,0.923
1.023,0.522
0.485,0.127
0.117,0.790
0.348,0.515
0.488,0.084
0.368,0.750
0.141,0.807
0.550,0.109
0.699,0.812
0.271,0.864
0.455,0.117
0.068,0.754
0.439,0.687
0.718,0.759
0.012,0.819
0.621,0.835
0.711,0.791
0.505,0.087
0.406,0.084
0.247,0.495
0.411,0.744
0.675,0.781
0.373,0.889
0.628,0.711
0.256,0.934
0.280,0.462
0.285,0.945
0.694,0.742
0.344,0.053
0.034,0.785
1.007,0.530
0.438,0.705
0.645,0.852
0.992,0.502
0.317,0.891
0.145,0.795
0.515,0.086
0.545,0.163
1.041,0.544
0.697,0.773
0.258,0.868
0.527,0.022
0.306,0.475
0.078,0.749
0.567,0.097
0.414,0.133
0.314,0.527
0.973,0.515
0.943,0.567
0.409,0.704
0.713,0.852
0.080,0.779
0.223,0.515
0.667,0.781
0.115,0.749
0.504,0.088
0.321,0.469
0.438,0.046
0.139,0.780
0.074,0.794
0.399,0.106
0.518,0.033
0.333,0.877
0.339,0.028
0.111,0.803
0.374,0.085
0.446,0.038
0.152,0.450
0.043,0.744
0.693,0.764
0.939,0.550
0.310,0.454
0.467,0.048
0.997,0.590
0.411,0.016
0.566,0.042
0.077,0.726
0.375,0.067
0.504,0.050
0.354,0.078
0.019,0.810
0.426,0.062
0.516,0.091
0.212,0.449
0.677,0.690
0.948,0.530
0.362,0.148
0.268,0.511
0.098,0.771
0.290,0.591
0.487,0.146
0.536,0.100
0.654,0.903
0.930,0.593
0.437,0.098
0.690,0.817
0.513,0.068
0.356,0.060
0.957,0.583
0.457,0.714
0.316,0.039
0.111,0.770
1.044,0.581
0.428,0.695
0.359,0.711
0.440,0.043
0.282,0.094
0.380,0.069
0.105,0.731
0.278,0.527
0.422,0.780
0.303,0.867
0.307,0.868
0.330,0.028
1.010,0.513
0.974,0.565
0.460,0.095
0.304,0.925
0.473,0.109
0.439,0.699
0.249,0.508
0.218,0.531
0.376,0.126
0.371,0.133
0.270,0.906
0.076,0.799
0.649,0.796
0.248,0.932
0.974,0.588
0.225,0.882
0.508,0.697
0.641,0.810
0.302,0.443
0.281,0.947
0.079,0.801
0.421,0.083
0.378,0.915
0.232,0.955
0.261,0.919
0.343,0.045
0.461,0.678
0.392,0.077
0.093,0.794
0.525,0.021
0.381,0.476
0.506,0.079
0.075,0.757
0.687,0.757
0.734,0.806
0.272,0.377
0.382,0.712
0.356,0.527
0.196,0.529
0.707,0.802
0.268,0.576
0.969,0.556
0.276,0.513
0.087,0.750
0.446,0.148
0.367,0.927
0.331,0.114
0.313,0.486
0.337,0.031
0.463,0.733
0.303,0.909
0.210,0.851
0.703,0.807
0.342,0.849
0.722,0.793
0.472,0.633
0.289,0.903
0.413,0.004
0.491,0.060
0.690,0.804
0.154,0.798
0.686,0.800
0.146,0.802
0.668,0.724
0.381,0.086
0.291,0.520
0.321,0.031
0.925,0.539
0.665,0.796
0.514,0.711
0.974,0.574
0.273,0.486
0.329,0.436
0.224,0.459
0.500,0.099
0.216,0.552
0.069,0.734
0.489,0.015
0.479,0.015
0.557,0.142
0.492,0.031
0.297,0.914
0.757,0.884
0.476,0.072
0.737,0.793
0.500,0.035
0.267,0.480
0.255,0.543
0.531,0.062
0.507,0.185
0.118,0.798
0.090,0.772
0.119,0.851
0.306,0.505
0.517,0.086
0.541,0.098
0.644,0.901
0.497,0.084
0.237,0.897
0.635,0.679
0.440,0.721
0.336,0.118
0.324,0.518
0.412,0.746
0.678,0.806
0.244,0.517
0.709,0.784
0.492,0.011
0.279,0.539
0.213,0.916
1.026,0.553
0.355,0.055
0.399,0.110
0.048,0.785
0.234,0.839
0.256,0.893
0.370,0.023
0.343,0.017
0.683,0.760
0.422,0.085
0.412,0.145
0.268,0.541
0.122,0.833
0.126,0.657
0.037,0.778
0.290,0.470
0.994,0.537
0.286,0.938
0.446,0.763
0.450,0.108
0.214,0.906
0.490,0.113
0.362,0.105
0.423,0.787
0.406,0.053
0.278,0.531
0.225,0.569
1.013,0.571
0.693,0.828
0.300,0.458
0.639,0.834
0.385,0.049
0.456,0.005
0.434,0.687
0.386,0.017
0.251,0.865
0.214,0.511
0.919,0.551
0.259,0.852
0.215,0.891
0.693,0.814
0.954,0.506
0.270,0.926
0.373,0.078
0.297,0.514
0.411,0.026
0.275,0.920
1.000,0.553
0.648,0.826
0.316,0.108
0.351,0.759
0.436,0.136
0.515,0.129
0.298,0.919
0.662,0.845
0.060,0.817
0.525,0.050
0.977,0.553
0.367,0.037
0.418,0.116
0.665,0.838
0.052,0.743
0.992,0.590
0.130,0.815
0.999,0.605
0.112,0.771
0.915,0.533
0.494,0.605
0.241,0.859
0.429,0.047
1.052,0.577
0.249,0.564
0.564,0.134
0.451,0.727
0.408,0.087
0.391,0.741
0.074,0.853
0.973,0.460
0.392,0.802
0.294,0.515
0.459,0.701
0.375,0.885
0.386,0.051
0.200,0.998
0.489,0.672
0.218,0.483
0.544,0.037
0.323,0.544
0.273,0.471
1.005,0.473
0.509,0.105
0.195,0.959
0.422,0.762
0.315,0.558
0.402,0.745
0.422,0.084
0.497,0.108
0.447,0.705
0.340,0.061
0.442,0.692
0.116,0.808
0.294,0.442
0.370,0.126
0.212,0.485
0.191,0.916
0.290,1.013
0.577,0.046
0.465,0.044
0.956,0.540
0.396,0.002
0.424,0.722
0.115,0.735
0.254,0.911
0.273,0.926
0.883,0.533
0.603,0.832
0.282,0.521
0.348,0.872
0.350,0.932
0.630,0.887
0.345,0.094
0.477,0.114
0.477,0.752
0.554,0.096
0.411,0.074
0.458,0.712
0.699,0.826
0.219,0.512
0.082,0.795
0.237,0.890
0.478,0.691
0.528,0.042
0.436,0.084
0.950,0.636
0.093,0.764
0.432,0.750
0.456,0.770
0.618,0.855
0.502,0.071
0.981,0.593
0.343,0.062
0.262,0.535
0.460,0.091
0.039,0.757
0.116,0.734
0.389,0.674
0.230,0.859
0.074,0.732
0.980,0.617
0.280,0.858
0.922,0.504
0.186,0.514
0.324,0.724
0.553,0.663
0.971,0.509
0.004,0.843
0.424,0.766
0.969,0.483
1.009,0.585
0.485,0.108
0.452,0.080
0.948,0.526
0.392,0.111
0.523,0.078
0.961,0.613
0.902,0.462
0.434,0.094
0.969,0.530
0.066,0.773
0.415,0.058
0.005,0.781
0.946,0.526
0.967,0.552
0.505,0.115
0.443,0.025
0.129,0.839
0.500,0.038
0.405,0.134
0.526,0.097
0.085,0.740
0.713,0.839
0.394,0.087
0.498,0.067
0.312,0.529
0.590,0.008
0.415,0.057
0.286,0.906
0.419,0.725
0.497,0.003
0.668,0.845
0.950,0.619
0.688,0.800
0.233,0.482
0.657,0.871
0.075,0.783
0.488,0.067
0.582,0.091
0.314,0.066
0.695,0.809
0.594,0.754
0.269,0.865
0.476,0.078
0.155,0.829
0.292,0.488
0.989,0.429
0.348,0.063
0.080,0.813
0.069,0.808
0.274,0.495
0.388,0.035
1.085,0.521
0.413,0.010
0.367,0.131
0.433,0.710
0.651,0.799
0.036,0.716
0.408,0.714
0.638,0.795
0.308,0.936
0.973,0.552
0.524,0.113
0.256,0.898
0.385,0.103
0.356,0.782
0.040,0.790
0.950,0.405
0.697,0.775
0.488,0.137
0.367,0.005
0.149,0.718
0.454,0.705
0.478,0.006
0.433,0.712
1.059,0.554
0.267,0.591
0.438,0.753
1.001,0.660
0.410,0.737
0.938,0.466
0.233,0.455
0.399,0.113
0.978,0.613
0.966,0.559
0.452,0.755
0.084,0.728
0.250,0.467
0.368,0.082
0.262,0.873
0.737,0.825
0.487,0.087
0.072,0.760
0.045,0.725
0.196,0.525
0.067,0.804
0.522,0.057
0.504,0.701
0.366,0.037
0.482,0.779
0.106,0.778
0.955,0.500
0.147,0.790
0.408,0.742
0.281,0.968
0.305,0.874
0.359,0.058
0.674,0.827
0.474,0.686
0.241,0.438
1.066,0.548
0.999,0.560
0.137,0.786
0.472,0.050
0.668,0.780
1.010,0.514
0.322,0.085
0.294,0.948
0.230,0.384
0.357,0.079
0.948,0.526
0.086,0.796
0.254,0.935
0.539,0.156
0.322,0.436
0.676,0.808
0.080,0.736
0.438,0.777
0.513,0.046
0.681,0.772
0.431,0.679
0.994,0.572
0.281,0.855
0.510,0.059
0.484,0.075
0.099,0.804
0.122,0.712
0.436,0.706
0.403,0.746
0.135,0.735
0.350,0.925
0.284,0.547
0.910,0.519
0.075,0.709
0.292,0.939
0.518,0.067
0.752,0.887
0.278,0.011
0.072,0.802
0.367,0.102
0.102,0.778
0.675,0.761
1.013,0.540
0.275,0.814
0.455,0.729
0.222,0.538
0.457,0.711
0.500,0.721
0.093,0.746
0.266,0.908
0.670,0.798
0.423,0.025
0.478,0.085
0.670,0.800
0.960,0.486
0.420,0.010
0.581,0.101
0.740,0.778
0.354,0.081
0.106,0.772
0.645,0.792
