0.394,0.731
1.004,0.508
0.340,0.879
0.535,0.072
0.127,0.811
0.637,0.819
0.599,0.063
0.240,0.522
0.279,0.422
0.251,0.800
0.712,0.822
1.028,0.535
0.657,0.826
0.200,0.528
0.313,0.905
0.390,0.045
0.432,0.718
0.304,0.545
0.254,0.480
0.261,0.856
0.992,0.502
0.974,0.481
0.330,0.534
0.687,0.858
0.688,0.835
0.628,0.797
0.297,0.911
0.275,0.911
0.522,0.082
0.573,0.839
0.182,0.527
0.262,0.569
0.450,0.050
0.453,0.749
0.715,0.765
0.543,0.049
0.992,0.543
0.456,0.757
0.293,0.508
0.383,0.052
0.086,0.761
0.220,0.549
0.125,0.712
0.252,0.509
0.445,0.680
0.469,0.073
0.718,0.800
0.309,0.894
0.381,0.109
0.273,0.514
0.442,0.039
0.259,0.483
0.995,0.525
0.718,0.777
0.707,0.820
0.673,0.776
0.441,0.783
0.675,0.765
0.335,0.872
0.361,0.084
0.312,0.107
0.470,0.727
0.544,0.031
0.389,0.096
0.500,0.131
0.411,0.745
0.601,0.861
0.402,0.022
0.954,0.559
0.977,0.564
0.276,0.524
0.598,0.748
0.335,0.560
0.410,0.705
0.160,0.504
0.033,0.792
0.252,0.906
0.276,0.912
0.077,0.771
0.231,0.505
0.389,0.777
1.023,0.504
0.078,0.754
0.502,0.071
0.303,0.002
0.263,0.567
0.970,0.556
0.283,0.512
0.609,0.771
0.937,0.496
0.320,0.396
0.338,0.061
0.280,0.611
0.202,0.556
0.035,0.769
0.491,0.048
0.147,0.792
0.443,0.719
0.430,0.127
0.322,0.927
0.301,0.489
0.675,0.810
0.385,0.090
0.162,0.717
0.467,0.086
0.653,0.742
0.635,0.778
0.979,0.526
0.216,0.508
0.977,0.568
0.079,0.775
0.711,0.833
0.228,0.522
0.602,0.853
0.524,0.079
0.944,0.498
0.359,0.747
0.960,0.532
0.412,0.104
0.092,0.765
0.656,0.823
0.386,0.108
1.020,0.518
0.990,0.537
0.415,0.040
0.930,0.519
0.532,0.112
1.043,0.548
0.998,0.503
0.403,0.710
0.342,0.940
0.479,0.765
0.307,0.560
0.454,0.705
0.280,0.458
0.501,0.712
0.285,0.503
0.990,0.551
0.565,0.003
0.493,0.016
0.693,0.863
0.367,0.102
0.688,0.803
0.271,0.525
0.276,0.543
0.583,0.869
0.336,0.054
0.667,0.793
1.039,0.569
0.380,0.015
0.242,0.447
0.913,0.582
0.461,0.684
0.562,0.090
0.273,0.476
0.496,0.165
0.096,0.724
0.354,0.740
0.436,0.745
0.456,0.076
0.071,0.803
0.041,0.773
0.373,0.754
0.936,0.557
0.464,0.054
0.310,0.523
0.213,0.915
0.357,0.852
0.905,0.590
0.433,0.138
0.285,0.481
0.479,0.080
0.362,0.020
0.488,0.666
0.360,0.136
0.377,0.074
0.349,0.524
1.002,0.579
0.492,0.060
0.360,0.072
0.994,0.550
0.497,0.052
0.300,0.926
0.324,0.055
0.383,0.040
0.466,0.657
1.001,0.495
0.426,0.075
0.273,0.900
0.048,0.778
1.020,0.580
0.100,0.866
0.282,0.982
0.450,0.687
0.627,0.754
0.269,0.511
0.374,0.129
0.258,0.899
0.092,0.785
0.651,0.804
0.384,0.127
0.074,0.823
0.108,0.749
0.280,0.561
0.205,0.494
0.080,0.732
0.324,0.909
0.426,0.749
0.407,0.048
0.468,0.029
0.434,0.077
0.301,0.509
0.456,0.756
0.152,0.769
0.296,0.881
0.482,0.730
0.264,0.928
0.562,0.090
0.068,0.732
0.102,0.740
0.255,0.499
0.350,0.465
0.099,0.777
0.409,0.105
0.338,0.050
0.506,0.056
0.347,0.903
1.021,0.532
0.668,0.804
0.310,0.856
0.254,0.556
0.030,0.812
0.101,0.746
0.204,0.529
0.430,0.645
0.422,0.730
0.429,0.690
0.274,0.484
0.513,0.048
0.546,0.069
0.508,0.131
0.132,0.822
0.308,0.498
0.400,0.061
0.259,0.534
0.258,0.937
0.705,0.822
0.403,0.066
0.368,0.075
0.450,0.057
0.258,0.888
0.236,0.895
0.510,0.062
0.487,0.035
0.135,0.747
0.483,0.121
0.408,0.093
0.461,0.735
0.121,0.835
0.654,0.792
0.313,0.524
0.326,0.923
0.280,0.877
0.734,0.711
0.962,0.523
0.209,0.855
0.235,0.543
0.511,0.115
1.000,0.527
0.706,0.786
0.721,0.792
0.058,0.814
0.476,0.641
0.905,0.567
0.404,0.056
0.052,0.849
0.101,0.758
0.396,0.064
0.297,0.908
0.528,0.025
1.000,0.518
0.448,0.111
0.518,0.095
0.502,0.079
0.338,0.914
0.271,0.894
0.492,0.132
0.265,0.542
0.349,0.021
0.444,0.725
0.232,0.502
0.643,0.735
0.421,0.793
0.330,0.106
0.437,0.696
0.399,0.672
0.673,0.855
0.466,0.071
0.068,0.808
0.328,0.460
0.031,0.784
0.401,0.639
0.424,0.763
0.141,0.792
1.051,0.560
0.332,0.468
0.936,0.541
0.089,0.733
0.387,0.033
0.472,0.729
0.441,0.675
0.074,0.749
0.453,0.065
1.016,0.509
0.452,0.654
0.296,0.953
0.467,0.757
0.538,0.052
0.311,0.863
0.482,0.108
0.330,0.060
0.892,0.520
0.170,0.533
0.338,0.129
0.417,0.631
0.347,0.100
0.925,0.511
0.614,0.803
0.242,0.894
0.415,0.105
0.290,0.492
0.950,0.519
0.398,0.061
0.418,0.025
0.399,0.085
0.504,0.072
0.299,0.468
0.053,0.789
0.450,0.641
0.166,0.716
0.433,0.676
0.297,0.977
0.358,0.120
0.455,0.756
0.397,0.085
0.358,0.024
0.708,0.807
0.440,0.072
0.748,0.804
0.968,0.513
0.042,0.786
0.505,0.127
0.262,0.955
0.390,0.085
0.348,0.119
0.385,0.747
0.723,0.829
0.458,0.078
0.349,0.063
0.702,0.744
0.319,0.945
0.425,0.110
0.371,0.689
0.055,0.799
0.909,0.561
0.951,0.587
0.343,0.510
0.409,0.727
0.370,0.686
0.073,0.793
0.301,0.808
0.566,0.019
0.556,0.051
1.036,0.601
0.551,0.083
0.724,0.877
0.970,0.515
0.326,0.866
0.717,0.732
0.301,1.037
0.665,0.834
0.489,0.067
0.451,0.070
0.062,0.741
0.404,0.699
0.670,0.850
0.065,0.769
0.446,0.708
0.380,0.763
0.388,0.742
0.272,0.390
0.370,0.708
0.938,0.466
0.260,0.979
0.402,0.110
0.290,0.466
0.524,0.048
0.242,0.499
0.337,0.016
0.044,0.705
0.305,0.482
0.424,0.029
0.490,0.068
0.448,0.085
0.283,0.894
0.367,0.868
0.265,0.522
0.997,0.579
0.469,0.101
0.919,0.586
0.698,0.798
0.077,0.835
0.603,0.031
0.630,0.844
0.638,0.791
0.410,0.723
0.957,0.486
0.445,0.068
0.734,0.795
0.012,0.721
0.039,0.762
0.099,0.810
0.678,0.788
0.312,0.989
0.427,0.705
0.293,0.467
0.629,0.820
0.260,0.456
0.136,0.782
0.385,0.068
0.340,0.949
0.023,0.703
0.385,0.176
0.696,0.865
0.890,0.512
0.415,0.749
0.390,0.767
0.463,0.718
0.271,0.918
0.530,0.144
0.641,0.775
0.264,0.999
0.313,0.417
0.102,0.769
0.485,0.077
0.072,0.807
0.315,1.011
0.662,0.823
0.276,0.858
0.080,0.765
0.420,0.044
0.281,0.888
0.550,0.034
0.275,0.850
0.444,0.754
0.384,0.079
0.895,0.496
0.508,0.146
0.968,0.507
0.969,0.516
0.262,0.985
0.306,0.515
0.279,0.487
0.093,0.729
0.951,0.584
0.425,0.724
0.643,0.801
0.486,0.102
0.649,0.805
0.328,0.054
0.383,0.082
0.278,0.896
0.435,0.716
1.024,0.591
0.748,0.884
0.433,0.647
0.368,0.056
0.321,0.914
0.310,0.061
0.280,0.581
0.103,0.767
0.515,0.086
0.364,0.619
0.995,0.567
0.446,0.779
1.008,0.545
0.273,0.917
0.084,0.733
0.051,0.884
0.993,0.545
1.001,0.535
0.118,0.814
0.242,0.931
0.062,0.791
0.288,0.824
0.943,0.564
0.556,0.085
0.296,0.930
0.433,0.756
0.311,0.898
0.990,0.490
0.240,0.548
0.992,0.503
0.252,0.978
0.625,0.891
0.492,0.755
0.457,0.714
0.243,0.487
0.455,0.718
0.005,0.777
0.253,0.536
0.955,0.538
0.350,0.751
0.313,0.951
0.708,0.794
0.615,0.775
0.236,0.498
0.846,0.584
0.515,0.067
0.436,0.065
0.290,0.532
0.425,0.751
0.287,0.493
0.503,0.043
0.687,0.820
0.039,0.827
0.427,0.686
0.328,0.887
0.418,0.076
0.164,0.482
0.943,0.616
0.266,0.554
0.662,0.775
0.223,0.955
0.946,0.512
0.586,0.780
0.329,0.462
0.246,0.550
0.126,0.703
0.258,0.549
0.365,0.955
0.643,0.745
0.270,0.900
0.521,0.770
0.314,0.954
0.581,0.075
0.140,0.770
0.487,0.753
0.216,0.456
0.483,0.076
0.218,0.906
0.626,0.759
0.282,0.518
0.306,0.912
0.436,0.767
0.969,0.528
0.670,0.834
0.653,0.808
0.402,0.081
0.279,0.947
0.475,0.770
0.376,0.745
0.429,0.087
0.491,0.755
0.348,0.089
0.411,0.775
0.978,0.555
0.643,0.801
0.110,0.731
0.063,0.846
0.210,0.923
0.504,0.054
0.336,0.877
0.643,0.847
0.065,0.792
0.265,0.506
0.070,0.819
0.466,0.014
0.291,0.445
1.030,0.562
0.697,0.842
0.098,0.807
0.593,0.090
0.531,0.096
0.422,0.646
0.950,0.636
0.352,0.059
0.392,0.121
0.051,0.791
0.944,0.629
0.945,0.538
0.466,0.692
0.451,0.783
0.678,0.741
0.104,0.782
0.306,0.943
0.362,0.665
0.389,0.083
0.697,0.789
0.032,0.797
0.321,0.505
0.960,0.602
0.362,0.423
0.230,0.507
0.615,0.752
0.650,0.818
1.017,0.572
0.518,0.135
0.665,0.786
0.421,0.054
0.279,0.910
0.130,0.752
0.408,0.680
0.465,0.113
0.471,0.079
0.328,0.054
0.283,0.917
0.292,0.519
0.361,0.132
0.042,0.733
0.462,0.078
0.470,0.026
0.366,0.075
0.461,0.761
0.083,0.823
0.345,0.942
0.289,0.535
0.115,0.749
0.280,1.041
0.420,0.087
0.214,0.546
0.718,0.870
0.666,0.838
0.416,0.762
0.094,0.788
0.400,0.758
0.484,0.118
0.545,0.698
0.224,0.419
0.464,0.753
0.987,0.512
0.442,0.808
0.127,0.769
0.256,0.901
0.409,0.099
0.313,0.922
0.985,0.515
0.398,0.800
0.391,0.098
0.751,0.862
0.442,0.079
0.494,0.127
0.279,0.974
0.330,0.875
0.225,0.484
0.724,0.747
0.964,0.568
1.023,0.537
0.411,0.147
0.965,0.498
0.939,0.549
0.504,0.793
0.668,0.864
0.263,0.487
0.421,0.726
0.412,0.041
1.013,0.543
0.421,0.756
0.098,0.828
0.233,0.912
0.729,0.816
0.990,0.533
0.408,0.741
0.484,0.069
0.081,0.844
0.347,0.068
0.222,0.507
0.558,0.082
0.256,0.894
0.360,0.851
0.954,0.492
0.045,0.750
0.699,0.883
0.491,0.098
0.490,0.138
0.367,0.109
0.544,0.105
0.902,0.542
0.472,0.742
0.687,0.865
0.455,0.817
0.417,0.133
0.229,0.932
0.350,0.076
0.367,0.043
0.475,0.666
0.539,0.032
0.052,0.765
0.345,0.009
0.383,0.046
0.250,0.950
0.696,0.750
0.417,0.691
0.282,0.471
0.429,0.072
0.054,0.732
0.973,0.559
0.127,0.806
0.990,0.578
0.426,0.086
0.472,0.096
0.034,0.740
0.438,0.100
0.376,0.085
