0.378,0.019,0.343
0.924,0.237,0.438
0.656,1.012,0.502
0.734,0.979,0.562
0.983,0.093,0.575
0.571,0.694,0.825
0.291,0.108,0.350
0.494,0.059,0.287
0.872,0.053,0.555
0.484,0.042,0.325
0.747,0.999,0.575
0.929,0.029,0.580
0.943,0.282,0.492
0.506,0.058,0.246
1.001,0.237,0.643
0.368,0.075,0.253
0.490,0.734,0.820
0.386,0.005,0.297
0.132,0.787,0.420
0.515,0.015,0.339
0.498,0.006,0.235
0.517,0.678,0.841
0.447,0.035,0.332
0.828,0.236,0.531
0.702,0.997,0.526
0.691,1.011,0.600
0.914,0.266,0.548
0.879,0.025,0.596
0.700,0.976,0.576
0.509,0.703,0.788
0.739,0.895,0.491
0.390,0.099,0.253
0.361,0.057,0.276
0.095,0.814,0.385
0.555,0.615,0.832
0.904,0.016,0.607
0.412,0.106,0.261
0.978,0.107,0.637
0.967,0.230,0.495
0.479,0.075,0.349
0.682,0.973,0.511
0.512,0.087,0.347
0.002,0.885,0.430
0.945,0.223,0.557
0.550,0.038,0.306
0.455,0.043,0.321
0.333,0.060,0.241
0.386,0.176,0.256
0.630,0.979,0.564
0.428,0.025,0.254
0.090,0.765,0.507
0.962,0.225,0.548
1.005,0.212,0.559
0.403,0.045,0.362
0.838,0.044,0.685
0.869,0.244,0.375
0.706,0.993,0.560
0.876,0.014,0.626
0.414,0.068,0.244
0.489,0.606,0.736
0.722,1.000,0.552
0.927,0.277,0.475
0.922,0.027,0.554
0.054,0.857,0.457
0.858,0.243,0.392
0.694,0.981,0.561
0.476,0.083,0.246
0.979,0.009,0.605
0.719,0.992,0.547
0.503,0.616,0.776
0.493,0.635,0.851
0.791,0.949,0.590
0.401,0.045,0.265
0.839,0.237,0.534
0.541,0.145,0.213
0.532,0.705,0.803
0.991,0.162,0.623
0.916,0.200,0.518
0.424,0.090,0.262
0.435,0.105,0.281
0.885,0.058,0.606
0.578,0.698,0.809
0.948,0.056,0.639
0.875,0.177,0.439
0.529,0.700,0.779
0.408,0.060,0.259
0.978,0.043,0.635
0.929,0.006,0.515
0.930,0.131,0.525
0.794,0.988,0.536
0.959,0.196,0.507
